0.765556,-0.023184,0.641829,0.037981,0.998302,0.029855,-0.039494,-0.030681,0.748587,0.640995,-0.000655,-0.169538,0.044457,0.985852,-0.161423,-0.007931,0.004324,0.976721,-0.12652,0.173178,0.691785,-0.144351,0.683668,0.182193
0.75679,-0.145819,0.426305,0.473571,0.974986,0.040992,-0.117716,-0.184022,-0.016425,0.989811,-0.114908,0.082461,0.003512,0.980368,-0.19705,0.006077,-0.11913,0.973683,-0.165937,0.101064,0.7361,0.018555,0.674453,0.054078
0.534429,0.468643,0.564421,-0.419748,0.199062,0.977582,-0.014765,-0.066998,0.295638,0.950174,-0.002265,-0.098807,0.478931,0.865153,-0.130712,-0.071056,0.149208,0.925906,-0.211212,0.275361,0.732487,0.03418,0.679264,0.029907
0.472646,0.421808,0.75563,-0.166453,0.392194,0.918757,0.043357,0.013729,0.503722,0.863718,-0.012071,-0.010458,0.113825,0.983432,-0.126083,0.063313,0.081995,0.97397,-0.117041,0.175958,0.674491,0.003967,0.737235,0.039123
0.567986,0.288972,0.744779,0.197968,0.530184,0.845786,-0.039516,-0.044598,0.548921,0.835267,-0.029435,-0.012217,0.678091,0.728659,-0.096138,0.002577,0.794229,0.599605,-0.057837,0.079554,0.673102,0.04889,0.737922,-0.003662
0.598381,0.222438,0.76956,-0.015482,0.919544,0.389177,0.020801,-0.05047,0.683228,0.703194,-0.013611,-0.196297,0.029759,0.97799,-0.20581,-0.017118,-0.039352,0.969431,-0.186605,0.154381,0.954124,0.004456,0.298469,0.023316
0.549062,0.311045,0.744621,0.217536,0.714957,0.679323,-0.076255,-0.146773,0.005453,0.997198,-0.060614,0.043491,0.010762,0.990558,-0.109414,0.081903,-0.010399,0.983712,-0.154241,0.091717,0.957998,0.054931,0.235166,0.154661
0.563254,0.348089,0.745567,-0.075562,0.882373,0.38832,-0.163663,-0.20938,0.914643,0.395136,-0.076251,-0.0385,0.156797,0.953866,-0.099743,0.235807,0.19692,0.943881,-0.109908,0.241312,0.65082,0.1167,0.749881,-0.022217
0.583661,0.321853,0.742716,-0.064216,0.048417,0.99297,-0.04916,0.096174,-0.057597,0.994988,-0.025939,0.077517,-0.045582,0.984751,-0.048362,0.160779,0.03494,0.979734,-0.089589,0.175713,0.743477,0.054505,0.666022,-0.026184
0.779127,0.27079,0.534155,-0.185238,0.80033,0.599421,-0.012293,0.003864,0.170542,0.978605,-0.094863,0.065182,0.130139,0.964053,-0.16095,0.166617,-0.078998,0.977594,-0.119578,0.154174,0.642704,0.116273,0.756962,-0.020508
0.541638,0.413531,0.722039,-0.119502,0.986146,0.140683,-0.073066,-0.048841,0.983144,0.173761,-0.00629,-0.056528,0.166065,0.940352,-0.173362,0.241053,-0.008666,0.964382,-0.138668,0.225087,0.640857,0.181515,0.741502,-0.080809
0.538479,0.415931,0.722701,-0.121426,0.99368,0.043502,0.00809,0.103158,0.967649,0.127761,-0.072914,-0.204977,0.180434,0.929514,-0.185344,0.262858,-0.001831,0.962692,-0.156476,0.220763,0.683845,0.172792,0.703194,-0.08954
0.507359,0.388034,0.768447,0.038817,0.990124,0.000337,0.080495,0.114785,0.996681,-0.028353,0.071064,-0.027808,0.963755,-0.019544,-0.18916,-0.187115,0.630527,0.712065,-0.278618,0.133306,0.755438,0.158143,0.629338,-0.09076
0.621663,0.307856,0.716571,0.072704,0.772387,0.631411,-0.068303,0.008525,0.024735,0.99189,-0.065129,0.106308,0.028521,0.93454,-0.130853,0.329696,0.00413,0.962799,-0.118736,0.2427,0.743285,0.085937,0.660522,-0.062073
0.846586,-0.295183,0.284835,0.339159,0.339203,0.934072,-0.070391,-0.08658,0.200676,0.976992,-0.070442,-0.015891,0.279862,0.952005,-0.091704,0.08339,0.984173,0.157425,-0.02245,-0.07821,0.733889,0.082642,0.6673,-0.096375
0.587731,0.332208,0.724549,0.138701,0.984541,0.137771,-0.061283,-0.089117,0.042526,0.990438,-0.043811,0.12371,0.075151,0.985549,-0.139845,0.059066,0.045185,0.984481,-0.136024,0.101258,0.993467,-0.047119,0.086914,-0.057007
